id,q1,q2,q3_1,q3_2,q3_3,q4_1,q4_2,q4_3,q5_1,q5_2,q5_3,q6,q7,q8_1,q8_2,q8_3,q8_4,q9,q10,sex,age,area,job,inc,edu,wt
70.0,국가 비전 제시,대체로 관심이 있다,안전,회복,혁신,의료 등 복지 향상,부정부패 척결,사회 불공정 타파,경제 양극화 해소,지역 균형 발전,한반도 평화와 통일 프로세스 구축,없다,없음/무응답/기억안남,보통,그렇다,보통,보통,중하위,매우 진보,여자,78.0,강원,전업 주부,100만원~200만원 미만,초등학교 졸업,1.019
71.0,국가 비전 제시,별로 관심이 없다,회복,공정,상생,부동산 안정,물가 및 서민 생활 안정,지역 균형 발전,신규 일자리 창출,신성장동력 첨단기술 육성,창의적 인재 육성을 위한 교육 개혁,없다,,보통,보통,보통,보통,중하위,중도,여자,52.0,강원,무직/실업상태,300만원~400만원 미만,고등학교 졸업,0.975
72.0,국민 통합,대체로 관심이 있다,통합,공정,상생,사회갈등 해소를 위한 국민 통합,일자리 창출 등 경제 활성화,부정부패 척결,신성장동력 첨단기술 육성,신규 일자리 창출,경제 양극화 해소,문재인(19대),"오늘부터 저는 국민 모두의 대통령이 되겠습니다. 나라를 나라 답게 만드는 대통령. 그 어떤 기관도 무소불위의 권력을 행사할 수 없도록 견제 장치를 만들겠습니다. 막강한 국방력을 바탕으로 외교 안보 전기 마련.평등, 공정, 정의로운 사회.",그렇다,그렇다,보통,그렇다,중하위,중도,남자,67.0,울산,서비스직,300만원~400만원 미만,대학교 (4년제) 졸업,1.136
73.0,국민 통합,별로 관심이 없다,공정,정의,평화,국제외교 및 남북관계 긴장 완화,일자리 창출 등 경제 활성화,물가 및 서민 생활 안정,한반도 평화와 통일 프로세스 구축,"차별, 혐오 등 사회 불평등 해소",지역 균형 발전,노무현(16대),사람사는 세상,보통,보통,보통,그렇다,중위,진보,남자,74.0,인천,무직/실업상태,200만원~300만원 미만,고등학교 졸업,1.143
74.0,각종 의혹 해소,대체로 관심이 있다,통합,정의,혁신,사회갈등 해소를 위한 국민 통합,일자리 창출 등 경제 활성화,부정부패 척결,정치적 갈등 해소방안 마련,"차별, 혐오 등 사회 불평등 해소",지역 균형 발전,김대중(15대),국민과의 약속.. 정치보복 없는,보통,보통,그렇지 않다,보통,중위,진보,여자,55.0,경기,무직/실업상태,400만원~500만원 미만,대학교 (4년제) 졸업,0.975
75.0,국가 비전 제시,매우 관심이 있다,통합,회복,상생,부동산 안정,출산율 제고와 양육 문제,일자리 창출 등 경제 활성화,신규 일자리 창출,지역 균형 발전,고령화 저출산 문제 해결,문재인(19대),통합과공존의 세상,그렇지 않다,보통,그렇다,그렇다,하위,중도,여자,63.0,광주,서비스직,100만원~200만원 미만,대학원 재학,0.852
76.0,국민 통합,대체로 관심이 있다,통합,공정,회복,출산율 제고와 양육 문제,정치 제도 개혁,부동산 안정,경제 양극화 해소,고령화 저출산 문제 해결,정치적 갈등 해소방안 마련,문재인(19대),소득주도성장,그렇다,보통,보통,보통,중위,중도,여자,65.0,서울,전업 주부,400만원~500만원 미만,대학교 (4년제) 재학,1.143
77.0,국가 비전 제시,매우 관심이 있다,공정,정의,통합,부동산 안정,사회갈등 해소를 위한 국민 통합,지역 균형 발전,정치적 갈등 해소방안 마련,경제 양극화 해소,지역 균형 발전,문재인(19대),공정,보통,그렇지 않다,전혀 그렇지 않다,그렇지 않다,중위,중도,남자,63.0,경남,기타,200만원~300만원 미만,대학교 (4년제) 졸업,1.136
78.0,국가 비전 제시,별로 관심이 없다,공정,혁신,상생,출산율 제고와 양육 문제,지역 균형 발전,정치 제도 개혁,고령화 저출산 문제 해결,지역 균형 발전,신규 일자리 창출,없다,,그렇지 않다,보통,그렇지 않다,그렇지 않다,중위,보수,남자,26.0,경기,"사무직(회사원, 일반공무원 등)",600만원~700만원 미만,대학교 (4년제) 졸업,0.74
79.0,각종 의혹 해소,대체로 관심이 있다,공정,정의,통합,부동산 안정,물가 및 서민 생활 안정,부정부패 척결,경제 양극화 해소,"차별, 혐오 등 사회 불평등 해소",고령화 저출산 문제 해결,이명박(17대),국민을 섬겨 나라를 편안하게 하겠다한강의 기적을 넘어 한반도의 새로운 신화를 쓰자.국민이 합심하면 해낼 수 있다,보통,보통,보통,보통,중위,중도,여자,34.0,서울,서비스직,500만원~600만원 미만,대학교 (4년제) 졸업,0.905
80.0,국민 통합,대체로 관심이 있다,안전,공정,통합,물가 및 서민 생활 안정,부동산 안정,사회갈등 해소를 위한 국민 통합,창의적 인재 육성을 위한 교육 개혁,정치적 갈등 해소방안 마련,경제 양극화 해소,박정희(5~9대),서울 부산 고속도로를 만들고 산업화에 노력하심을 기억합니다,보통,보통,그렇지 않다,보통,중위,보수,여자,68.0,대구,전업 주부,300만원~400만원 미만,고등학교 졸업,2.0
81.0,각종 의혹 해소,별로 관심이 없다,공정,평화,상생,부정부패 척결,일자리 창출 등 경제 활성화,물가 및 서민 생활 안정,경제 양극화 해소,지역 균형 발전,신규 일자리 창출,문재인(19대),낮은 자세로 일하겠습니다. 국민과 눈높이를 맞추는 대통령이 되겠습니다.,그렇다,그렇다,그렇지 않다,그렇지 않다,하위,진보,여자,25.0,제주,"사무직(회사원, 일반공무원 등)",300만원~400만원 미만,대학교 (4년제) 졸업,1.0
82.0,국가 비전 제시,대체로 관심이 있다,공정,정의,통합,물가 및 서민 생활 안정,부정부패 척결,일자리 창출 등 경제 활성화,"차별, 혐오 등 사회 불평등 해소",경제 양극화 해소,지역 균형 발전,없다,,전혀 그렇지 않다,전혀 그렇지 않다,그렇지 않다,그렇지 않다,중하위,중도,남자,33.0,경기,생산직,200만원~300만원 미만,"대학(2,3년제) 졸업",1.031
83.0,각종 의혹 해소,대체로 관심이 있다,정의,안전,공정,물가 및 서민 생활 안정,일자리 창출 등 경제 활성화,출산율 제고와 양육 문제,고령화 저출산 문제 해결,경제 양극화 해소,지역 균형 발전,없다,없음/무응답/기억안남,그렇지 않다,그렇지 않다,그렇지 않다,그렇지 않다,하위,잘 모름,여자,63.0,경남,무직/실업상태,100만원 미만,고등학교 졸업,1.034
84.0,각종 의혹 해소,대체로 관심이 있다,공정,인권,평화,물가 및 서민 생활 안정,일자리 창출 등 경제 활성화,부동산 안정,경제 양극화 해소,"차별, 혐오 등 사회 불평등 해소",창의적 인재 육성을 위한 교육 개혁,노무현(16대),국민의 수준이 이 나라를 만든다 아 기분 좋다 ~,그렇지 않다,전혀 그렇지 않다,그렇지 않다,그렇지 않다,하위,중도,남자,31.0,인천,기술/기능직,100만원~200만원 미만,고등학교 졸업,1.031
86.0,국가 비전 제시,매우 관심이 있다,평화,정의,상생,사회 불공정 타파,지역 균형 발전,국제외교 및 남북관계 긴장 완화,경제 양극화 해소,고령화 저출산 문제 해결,지역 균형 발전,노무현(16대),약자와 함께 가는 정의로운 세상구현,보통,보통,그렇다,그렇다,중위,중도,여자,53.0,경기,서비스직,100만원~200만원 미만,대학원 졸업,0.975
87.0,공약 실천 방안 마련,매우 관심이 있다,경제,회복,안전,물가 및 서민 생활 안정,일자리 창출 등 경제 활성화,부동산 안정,신성장동력 첨단기술 육성,경제 양극화 해소,신규 일자리 창출,없다,,보통,보통,그렇지 않다,그렇지 않다,중하위,중도,남자,43.0,경기,"사무직(회사원, 일반공무원 등)",800만원 이상,"대학(2,3년제) 졸업",0.784
88.0,국가 비전 제시,대체로 관심이 있다,상생,혁신,공정,일자리 창출 등 경제 활성화,물가 및 서민 생활 안정,정치 제도 개혁,신성장동력 첨단기술 육성,경제 양극화 해소,창의적 인재 육성을 위한 교육 개혁,박정희(5~9대),경제발전 계획 및 중화학공업 육성,그렇다,매우 그렇다,그렇다,그렇다,중위,보수,남자,55.0,울산,자영업주(9인이하 고용),400만원~500만원 미만,대학교 (4년제) 졸업,0.654
89.0,국민 통합,매우 관심이 있다,통합,공정,정의,부동산 안정,사회갈등 해소를 위한 국민 통합,사회 불공정 타파,경제 양극화 해소,지역 균형 발전,고령화 저출산 문제 해결,노무현(16대),공정,그렇다,그렇다,보통,그렇다,중하위,매우 진보,여자,64.0,부산,무직/실업상태,100만원~200만원 미만,대학교 (4년제) 졸업,1.034
90.0,국민 통합,매우 관심이 있다,공정,통합,상생,사회갈등 해소를 위한 국민 통합,의료 등 복지 향상,부정부패 척결,신성장동력 첨단기술 육성,고령화 저출산 문제 해결,지역 균형 발전,박근혜(18대),국민화합 민생경제,그렇다,그렇다,그렇다,그렇다,중위,보수,남자,74.0,경북,판매직,200만원~300만원 미만,고등학교 졸업,0.773
91.0,각종 의혹 해소,별로 관심이 없다,정의,공정,인권,물가 및 서민 생활 안정,부정부패 척결,정치 제도 개혁,경제 양극화 해소,"차별, 혐오 등 사회 불평등 해소",정치적 갈등 해소방안 마련,없다,,그렇지 않다,보통,그렇지 않다,그렇지 않다,중위,진보,여자,21.0,인천,학생,모름,"대학(2,3년제) 재학",1.133
94.0,국가 비전 제시,별로 관심이 없다,혁신,안전,정의,물가 및 서민 생활 안정,부정부패 척결,사회 불공정 타파,"차별, 혐오 등 사회 불평등 해소",신규 일자리 창출,신성장동력 첨단기술 육성,없다,,보통,보통,그렇지 않다,그렇지 않다,중하위,보수,여자,54.0,서울,기타,300만원~400만원 미만,대학교 (4년제) 졸업,0.87
95.0,국민 통합,매우 관심이 있다,공정,회복,상생,출산율 제고와 양육 문제,물가 및 서민 생활 안정,부동산 안정,고령화 저출산 문제 해결,정치적 갈등 해소방안 마련,신규 일자리 창출,노무현(16대),민주주의,전혀 그렇지 않다,그렇지 않다,그렇지 않다,보통,하위,중도,여자,68.0,경기,전업 주부,100만원 미만,중학교 졸업,1.019
96.0,국민 통합,별로 관심이 없다,통합,공정,상생,일자리 창출 등 경제 활성화,사회 불공정 타파,부정부패 척결,경제 양극화 해소,신규 일자리 창출,지역 균형 발전,문재인(19대),기회는 평등하고 과정은 공정하고 결과는 정의로워야 합니다.,그렇지 않다,그렇지 않다,보통,보통,하위,보수,남자,55.0,대구,"사무직(회사원, 일반공무원 등)",300만원~400만원 미만,대학교 (4년제) 졸업,0.786
98.0,각종 의혹 해소,대체로 관심이 있다,혁신,인권,공정,부정부패 척결,부동산 안정,일자리 창출 등 경제 활성화,고령화 저출산 문제 해결,한반도 평화와 통일 프로세스 구축,"차별, 혐오 등 사회 불평등 해소",없다,기억에 남는 문장이 없네요,매우 그렇다,매우 그렇다,매우 그렇다,매우 그렇다,상위,진보,여자,43.0,서울,전업 주부,800만원 이상,"대학(2,3년제) 졸업",1.0
99.0,국가 비전 제시,대체로 관심이 있다,정의,공정,혁신,부정부패 척결,사회 불공정 타파,부동산 안정,고령화 저출산 문제 해결,"차별, 혐오 등 사회 불평등 해소",경제 양극화 해소,노무현(16대),극복,보통,보통,그렇지 않다,그렇지 않다,중하위,진보,여자,75.0,인천,전업 주부,100만원 미만,중학교 졸업,1.019
100.0,국가 비전 제시,대체로 관심이 있다,회복,안전,혁신,부동산 안정,일자리 창출 등 경제 활성화,지역 균형 발전,신규 일자리 창출,지역 균형 발전,경제 양극화 해소,이명박(17대),저는 이 자리에서 국민 여러분께 약속드립니다. 국민을 섬겨 나라를 편안하게 하겠습니다. 경제를 발전시키고 사회를 통합하겠습니다. 문화를 창달하고 과학기술을 발전시키겠습니다. 안보를 튼튼히 하고 평화 통일의 기반을 다지겠습니다. 국제사회에 책임을 다하고 인류공,보통,그렇지 않다,그렇지 않다,그렇지 않다,중하위,보수,여자,25.0,경남,무직/실업상태,500만원~600만원 미만,대학교 (4년제) 졸업,1.3
101.0,각종 의혹 해소,별로 관심이 없다,상생,정의,회복,부동산 안정,지역 균형 발전,부정부패 척결,고령화 저출산 문제 해결,경제 양극화 해소,"차별, 혐오 등 사회 불평등 해소",없다,,그렇다,보통,그렇지 않다,보통,중위,중도,남자,43.0,경기,"사무직(회사원, 일반공무원 등)",500만원~600만원 미만,대학교 (4년제) 졸업,0.784
102.0,국민 통합,별로 관심이 없다,평화,안전,공정,물가 및 서민 생활 안정,의료 등 복지 향상,부정부패 척결,신규 일자리 창출,창의적 인재 육성을 위한 교육 개혁,정치적 갈등 해소방안 마련,없다,없음/무응답/기억안남,그렇다,그렇다,그렇지 않다,그렇지 않다,중하위,잘 모름,여자,50.0,서울,무직/실업상태,100만원 미만,대학교 (4년제) 졸업,0.87
103.0,공약 실천 방안 마련,대체로 관심이 있다,통합,회복,상생,일자리 창출 등 경제 활성화,의료 등 복지 향상,사회갈등 해소를 위한 국민 통합,신규 일자리 창출,"차별, 혐오 등 사회 불평등 해소",경제 양극화 해소,박근혜(18대),▷세계적인 경제발전과 복지사회 규현 등,보통,보통,그렇다,그렇다,하위,보수,남자,64.0,경남,무직/실업상태,100만원 미만,고등학교 재학,1.136
104.0,국민 통합,매우 관심이 있다,통합,공정,상생,사회갈등 해소를 위한 국민 통합,부정부패 척결,물가 및 서민 생활 안정,정치적 갈등 해소방안 마련,지역 균형 발전,경제 양극화 해소,노무현(16대),전직 대통령의 예우,매우 그렇다,그렇다,그렇다,그렇다,중위,중도,남자,56.0,울산,"사무직(회사원, 일반공무원 등)",400만원~500만원 미만,대학교 (4년제) 졸업,0.654
